vocabulary,meaning,IPA,book,author
trampolining,蹦床,trampolining*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
off-the-rack,现成的,off-the-rack*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
relevé,陈述,relevé*é,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
approbation,赞许,ˌæprəˈbeɪʃən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
composts,堆肥,composts*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
fellated,口交,fellated*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
delicatessen,熟食,ˌdɛlɪkəˈtɛsən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
vamped,吸血鬼,vamped*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
suede,绒面革,sweɪd,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
saccharine,糖精,ˈsækərˌaɪn,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
incantations,咒语,incantations*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
timbre,音色,ˈtɪmbər,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
hickeys,吻痕,hickeys*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
melanin,黑色素,ˈmɛlənɪn,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
over,超过,ˈoʊvər,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
scrawny,骨瘦如柴的,ˈskrɔni,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
riff-raff,即兴演奏,riff-raff*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
puffy,蓬松,ˈpəfi,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
procreate,生育,ˈproʊkriˈeɪt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
curlicued,卷曲的,curlicued*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
flit,掠过,flɪt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
mull,仔细考虑,məl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
cordial,亲切,ˈkɔrʤəl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
tantrum,发脾气,ˈtæntrəm,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
Turrets,炮塔,tərəts,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
umami,鲜味,umami*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
perpetrator,肇事者,ˈpərpəˌtreɪtər,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
banquets,宴会,ˈbæŋkwəts,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
stevedores,装卸工,stevedores*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
udder,乳房,udder*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
yew,红豆杉,ju,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
fanfare,大张旗鼓,ˈfænˌfɛr,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
strapping,捆扎,ˈstræpɪŋ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
bulkheads,舱壁,ˈbəlˌkhɛdz,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
drizzle,细雨,ˈdrɪzəl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
chlorophyll,叶绿素,ˈklɔrəfɪl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
ravine,山沟,rəˈvin,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
asphalt,沥青,ˈæsˌfɔlt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
asphalt,沥青,ˈæsˌfɔlt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
ketone,酮,ˈkitoʊn,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
stammering,口吃,stammering*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
scooping,舀,ˈskupɪŋ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
adamantine,金刚,adamantine*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
blubber,大声哭,ˈbləbər,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
deprecatingly,贬低地,deprecatingly*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
scoundrel,恶棍,ˈskaʊndrəl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
lacerated,撕裂的,lacerated*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
his polyglot,他的通晓多种语言,hɪz ˌpɑlɪˈglɑt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
stench,恶臭,stɛnʧ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
wanton,放肆,ˈwɔntən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
phantasmagoria,幻境,fænˌtæzməˈgɔriə,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
penitent,忏悔的,ˈpɛnɪtɪnt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
behest,遗嘱,bɪˈhɛst,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
limned,划线的,limned*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
awning,棚,ˈɑnɪŋ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
nooks and crannies,角落和缝隙,nʊks ənd ˈkræniz,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
clarion,号角,ˈklɛriən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
sneak,潜行,snik,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
comport,得体,kəmˈpɔrt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
vile,卑鄙的,vaɪl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
knob,旋钮,nɑb,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
nodules,结节,ˈnɑʤulz,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
talisman,护符,ˈtælɪsmən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
palpitant,惊险,palpitant*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
transfigured,变形,transfigured*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
dyspepsia,消化不良,dyspepsia*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
swarthy,黝黑的,sˈwɔrθi,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
plethora,过多,ˈplɛθərə,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
virility,阳刚之气,vərˈɪləti,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
screeching,尖叫,ˈskriʧɪŋ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
affrays,争吵,affrays*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
sneering,冷笑,sˈnɪrɪŋ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
meek,温顺,mik,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
cubbyhole,小隔间,ˈkəbiˌhoʊl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
gutter,排水沟,ˈgətər,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
croak,发牢骚,kroʊk,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
edifice,大厦,ˈɛdəfəs,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
vermin,害虫,ˈvərmɪn,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
lout,鲁特,laʊt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
truculent,朴实的,ˈtrəkjələnt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
squall,飑,skwɔl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
hedonistic,享乐主义的,ˌhidəˈnɪstɪk,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
uncouth,粗野,ˈənˈkuθ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
debated,辩论过,dəˈbeɪtɪd,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
lambent,发光的,lambent*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
rapt,全神贯注,ræpt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
repose,休息,riˈpoʊz,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
modulation,调制,ˌmɑʤəˈleɪʃən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
multitudinous,众多,multitudinous*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
stags,雄鹿,stags*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
rutting season,发情期,rutting* ˈsizən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
whet,磨,wɛt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
creased,折痕,creased*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
waxed,打蜡的,wækst,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
voraciously,贪婪地,voraciously*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
diminution,减少,ˌdɪməˈnuʃən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
mush,糊状,məʃ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
sterile,无菌的,ˈstɛrəl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
grope,摸索,groʊp,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
crannies,缝隙,ˈkræniz,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
overtures,示好,ˈoʊvərˌʧʊrz,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
vantage,优势,ˈvæntɪʤ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
puckered,起皱的,puckered*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
accolade,荣誉,ˈækəˌleɪd,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
rivalled those of poppy,与罂粟相媲美,rivalled* ðoʊz əv ˈpɑpi,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
vigils,守夜,ˈvɪʤəlz,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
tantalized,诱人的,ˈtænəˌlaɪzd,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
propinquity,接近,propinquity*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
progeny,后代,ˈprɑʤəni,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
assailed,被攻击,əˈseɪld,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
unplumbed,未经检验的,unplumbed*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
proprietary,所有权,prəˈpraɪəˌtɛri,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
tawdry,俗气的,ˈtɔdri,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
lambent,发光的,lambent*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
tomes,大部头,toʊmz,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
kindred,亲属,ˈkɪndrɪd,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
the raucous,喧闹的,ðə ˈrɔkəs,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
primordial,原始的,prɪˈmɔrdiəl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
pleasantry,玩笑,ˈplɛzəntri,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
flabby,松弛,ˈflæbi,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
congenial,相投,kənˈʤinjəl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
soprano,女高音,səˈprɑnoʊ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
fluffy,蓬松的,ˈfləfi,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
purge,清除,pərʤ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
privation,剥夺,praɪˈveɪʃən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
trapeze,空中飞人,trəˈpiz,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
hags,女巫,hags*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
maudlin,感伤,ˈmɔdlɪn,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
maggots,蛆虫,ˈmægəts,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
visited,参观过,ˈvɪzɪtɪd,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
essayed,随笔,essayed*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
stammered,结结巴巴的,stammered*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
badinage,嘲笑,badinage*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
gradation,层次,greɪˈdeɪʃən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
germinated,发芽的,ˈʤərməˌneɪtɪd,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
strumming,弹奏,ˈstrəmɪŋ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
obelisk,方尖碑,obelisk*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
scaffold,脚手架,ˈskæfəld,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
Fornicating,通奸,fornicating*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
slipshod,草率的,sˈlɪpˌʃɑd,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
haltingly,犹豫地,ˈhɔltɪŋli,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
wanton,放肆,ˈwɔntən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
cicerone,指导,ˈsɪsərˌoʊn,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
caterwauling,猫叫声,caterwauling*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
harem,后宫,ˈhɛrəm,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
cathouses,妓院,cathouses*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
iniquity,罪孽,ˌɪˈnɪkwɪti,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
finicky,挑剔的,ˈfɪnəki,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
finagling,骗人的,finagling*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
antics,滑稽动作,ˈæntɪks,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
zinger,姜,ˈzɪŋər,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
razzing,疯狂的,razzing*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
griping,抓紧,ˈgraɪpɪŋ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
synergy,协同作用,ˈsɪnərʤi,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
pescetarian,鱼素主义者,pescetarian*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
prosthetic,假肢的,prɑsˈθɛtɪk,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
skivvies,裙子,skivvies*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
buzz cut,嗡嗡声,bəz kət,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
jumbotron,超大屏幕,ˈʤəmboʊtrɔn,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
patties,馅饼,ˈpætiz,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
riflescope,瞄准镜,riflescope*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
ascendent,上升,ascendent*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
Occultation,掩星,occultation*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
Thyroid,甲状腺,ˈθaɪrɔɪd,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
pyrite,黄铁矿,ˈpaɪraɪt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
sutures,缝线,ˈsuʧərz,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
feeding,喂食,ˈfidɪŋ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
