vocabulary,meaning,IPA,book,author
facile,"1. Easy to be done or performed: not difficult; performable or attainable with little labor. Order . . . will render the work facile and delightful. Evelyn. 2. Easy to be surmounted or removed; easily conquerable; readily mastered. The facile gates of hell too slightly barred. Milton. 3. Easy of access or converse; mild; courteous; not haughty, austere, or distant; affable; complaisant. I meant she should be courteous, facile, sweet. B. Jonson. 4. Easily persuaded to good or bad; yielding; ductile to a fault; pliant; flexible. Since Adam, and his facile consort Eve, Lost Paradise, deceived by me. Milton. This is treating Burns like a child, a person of so facile a disposition as not to be trusted without a keeper on the king's highway. Prof. Wilson. 5. Ready; quick; expert; as, he is facile in expedients; he wields a facile pen. -- Fac""ile-ly, adv. -- Fac""ile*ness, n.",ˈfæsəl,The Waves - Virginia Woolf - EPUB,UnknownAuthor
fir,"A genus (Abies) of coniferous trees, often of large size and elegant shape, some of them valued for their timber and others for their resin. The species are distinguished as the balsam fir, the silver fir, the red fir, etc. The Scoth fir is a Pinus. Note: Fir in the Bible means any one of several coniferous trees, including, cedar, cypress, and probably three species of pine. J. D. Hooker.",fər,The Waves - Virginia Woolf - EPUB,UnknownAuthor
portal,"1. A door or gate; hence, a way of entrance or exit, especially one that is grand and imposing. Thick with sparkling orient gems The portal shone. Milton. From out the fiery portal of the east. Shak. 2. (Arch.) (a) The lesser gate, where there are two of different dimensions. (b) Formerly, a small square corner in a room separated from the rest of the apartment by wainscoting, forming a short passage to another apartment. (c) By analogy with the French portail, used by recent writers for the whole architectural composition which surrounds and includes the doorways and porches of a church. 3. (Bridge Building)  The space, at one end, between opposite trusses when these are terminated by inclined braces. 4. A prayer book or breviary; a portass. [Obs.] Portal bracing (Bridge Building), a combination of struts and ties which lie in the plane of the inclined braces at a portal, serving to transfer wind pressure from the upper parts of the trusses to an abutment or pier of the bridge.

Of or pertaining to a porta, especially the porta of the liver; as, the portal vein, which enters the liver at the porta, and divides into capillaries after the manner of an artery. Note: Portal is applied to other veins which break up into capillaries; as, the renal portal veins in the frog.",ˈpɔrtəlz,The Waves - Virginia Woolf - EPUB,UnknownAuthor
shriek,"To utter a loud, sharp, shrill sound or cry, as do some birds and beasts; to scream, as in a sudden fright, in horror or anguish. It was the owl that shrieked. Shak. At this she shrieked aloud; the mournful train Echoed her grief. Dryden.

To utter sharply and shrilly; to utter in or with a shriek or shrieks. On top whereof aye dwelt the ghostly owl, Shrieking his baleful note. Spenser. She shrieked his name To the dark woods. Moore.

A sharp, shrill outcry or scream; a shrill wild cry such as is caused by sudden or extreme terror, pain, or the like. Shrieks, clamors, murmurs, fill the frighted town. Dryden. Shriek owl. (Zoöl.) (a) The screech owl. (b) The swift; -- so called from its cry.",ʃrik,The Waves - Virginia Woolf - EPUB,UnknownAuthor
purr,"To murmur as a cat. See Pur.

The low murmuring sound made by a cat; pur. See Pur.",pər,The Waves - Virginia Woolf - EPUB,UnknownAuthor
gulping,囫囵吞枣,ˈgəlpɪŋ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
pebble,"1. A small roundish stone or bowlder; especially, a stone worn and rounded by the action of water; a pebblestone. ""The pebbles on the hungry beach."" Shak. As children gathering pebbles on the shore. Milton. 2. Transparent and colorless rock crystal; as, Brazilian pebble; -- so called by opticians. Pebble powder, slow-burning gunpowder, in large cubical grains. -- Scotch pebble, varieties of quartz, as agate, chalcedony, etc., obtained from cavities in amygdaloid.

To grain (leather) so as to produce a surface covered with small rounded prominences.",ˈpɛbəlz,The Waves - Virginia Woolf - EPUB,UnknownAuthor
pavilion,"1. A temporary movable habitation; a large tent; a marquee; esp., a tent raised on posts. ""[The] Greeks do pitch their brave pavilions."" Shak. 2. (Arch.)  A single body or mass of building, contained within simple walls and a single roof, whether insulated, as in the park or garden of a larger edifice, or united with other parts, and forming an angle or central feature of a large pile. 3. (Mil.)  A flag, colors, ensign, or banner. 4. (Her.)  Same as Tent (Her.) 5. That part of a brilliant which lies between the girdle and collet. See Illust. of Brilliant. 6. (Anat.)  The auricle of the ear; also, the fimbriated extremity of the Fallopian tube. 7. A covering; a canopy; figuratively, the sky. The pavilion of heaven is bare. Shelley.

To furnish or cover with, or shelter in, a tent or tents. The field pavilioned with his guardians bright. Milton.",pəˈvɪljənz,The Waves - Virginia Woolf - EPUB,UnknownAuthor
ingratiating,奉承,ˌɪŋˈgreɪʃiˌeɪtɪŋ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
drastic,"Acting rapidly and violently; efficacious; powerful; -- opposed to bland; as, drastic purgatives. -- n. (Med.)  A violent purgative. See Cathartic.",ˈdræstɪk,The Waves - Virginia Woolf - EPUB,UnknownAuthor
matting,"1. The act of interweaving or tangling together so as to make a mat; the process of becoming matted. 2. Mats, in general, or collectively; mat work; a matlike fabric, for use in covering floors, packing articles, and the like; a kind of carpeting made of straw, etc. 3. Materials for mats. 4. An ornamental border. See 3d Mat, 4.

A dull, lusterless surface in certain of the arts, as gilding, metal work, glassmaking, etc.",ˈmætɪŋ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
wreak,"To reck; to care. [Obs.] Shak.

1. To revenge; to avenge. [Archaic] He should wreake him on his foes. Chaucer. Another's wrongs to wreak upon thyself. Spenser. Come wreak his loss, whom bootless ye complain. Fairfax. 2. To execute in vengeance or passion; to inflict; to hurl or drive; as, to wreak vengeance on an enemy. On me let Death wreak all his rage. Milton. Now was the time to be avenged on his old enemy, to wreak a grudge of seventeen years. Macaulay. But gather all thy powers, And wreak them on the verse that thou dost weave. Bryant.

Revenge; vengeance; furious passion; resentment. [Obs.] Shak. Spenser.",rik,The Waves - Virginia Woolf - EPUB,UnknownAuthor
shrivel,"To draw, or be drawn, into wrinkles; to shrink, and form corrugations; as, a leaf shriveles in the hot sun; the skin shrivels with age; -- often with up.

To cause to shrivel or contract; to cause to shrink onto corruptions.",ʃˈrɪvəl,The Waves - Virginia Woolf - EPUB,UnknownAuthor
mallet,"A small maul with a short handle, -- used esp. for driving a tool, as a chisel or the like; also, a light beetle with a long handle, -- used in playing croquet.",ˈmælɪt,The Waves - Virginia Woolf - EPUB,UnknownAuthor
asphalt,"1. Mineral pitch, Jews' pitch, or compact native bitumen. It is brittle, of a black or brown color and high luster on a surface of fracture; it melts and burns when heated, leaving no residue. It occurs on the surface and shores of the Dead Sea, which is therefore called Asphaltites, or the Asphaltic Lake. It is found also in many parts of Asia, Europe, and America. See Bitumen. 2. A composition of bitumen, pitch, lime, and gravel, used for forming pavements, and as a water-proof cement for bridges, roofs, etc.; asphaltic cement. Artificial asphalt is prepared from coal tar, lime, sand, etc. Asphalt stone, Asphalt rock, a limestone found impregnated with asphalt.

To cover with asphalt; as, to asphalt a roof; asphalted streets.",ˈæsˌfɔlt,The Waves - Virginia Woolf - EPUB,UnknownAuthor
swallow,"1. (Zoöl.)  Any one of numerous species of passerine birds of the family Hirundinidæ, especially one of those species in which the tail is deeply forked. They have long, pointed wings, and are noted for the swiftness and gracefulness of their flight. Note: The most common North American species are the barn swallow (see under Barn), the cliff, or eaves, swallow (see under Cliff), the white-bellied, or tree, swallow (Tachycineta bicolor), and the bank swallow (see under Bank). The common European swallow (Chelidon rustica), and the window swallow, or martin (Chelidon urbica), are familiar species. 2. (Zoöl.)  Any one of numerous species of swifts which resemble the true swallows in form and habits, as the common American chimney swallow, or swift. 3. (Naut.)  The aperture in a block through which the rope reeves. Ham. Nav. Encyc. Swallow plover (Zoöl.), any one of several species of fork-tailed ploverlike birds of the genus Glareola, as G. orientalis of India; a pratincole. -- Swallow shrike (Zoöl.), any one of several species of East Indian and Asiatic birds of the family Artamiidæ, allied to the shrikes but similar to swallows in appearance and habits. The ashy swallow shrike (Artamus fuscus) is common in India. -- Swallow warbler (Zoöl.), any one of numerous species of East Indian and Australian singing birds of the genus Dicæum. They are allied to the honeysuckers.

1. To take into the stomach; to receive through the gullet, or esophagus, into the stomach; as, to swallow food or drink. As if I had swallowed snowballs for pills. Shak. 2. To draw into an abyss or gulf; to ingulf; to absorb -- usually followed by up. Milton. The earth opened her mouth, and swallowed them up, and their houses. Num. xvi. 32. 3. To receive or embrace, as opinions or belief, without examination or scruple; to receive implicitly. Though that story . . . be not so readily swallowed. Sir T. Browne. 4. To engross; to appropriate; -- usually with up. Homer excels . . . in this, that he swallowed up the honor of those who succeeded him. Pope. 5. To occupy; to take up; to employ. The necessary provision of the life swallows the greatest part of their time. Locke. 6. To seize and waste; to exhaust; to consume. Corruption swallowed what the liberal hand Of bounty scattered. Thomson. 7. To retract; to recant; as, to swallow one's opinions. ""Swallowed his vows whole."" Shak. 8. To put up with; to bear patiently or without retaliation; as, to swallow an affront or insult. Syn. -- To absorb; imbibe; ingulf; engross; consume. See Absorb.

To perform the act of swallowing; as, his cold is so severe he is unable to swallow.

1. The act of swallowing. 2. The gullet, or esophagus; the throat. 3. Taste; relish; inclination; liking. [Colloq.] I have no swallow for it. Massinger. 4. Capacity for swallowing; voracity. There being nothing too gross for the swallow of political rancor. Prof. Wilson. 5. As much as is, or can be, swallowed at once; as, a swallow of water. 6. That which ingulfs; a whirlpool. [Obs.] Fabyan.",sˈwɔloʊ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
billow,"1. A great wave or surge of the sea or other water, caused usually by violent wind. Whom the winds waft where'er the billows roll. Cowper. 2. A great wave or flood of anything. Milton.

To surge; to rise and roll in waves or surges; to undulate. ""The billowing snow."" Prior.",ˈbɪloʊ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
furtively,Stealthily by theft. Lover.,ˈfərtɪvli,The Waves - Virginia Woolf - EPUB,UnknownAuthor
suckling,1. A young child or animal nursed at the breast. 2. A small kind of yellow clover (Trifolium filiforme) common in Southern Europe.,ˈsəklɪŋ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
munch,"To chew with a grinding, crunching sound, as a beast chews provender; to chew deliberately or in large mouthfuls. [Formerly written also maunch and mounch.] I could munch your good dry oats. Shak.",munches*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
turban,"1. A headdress worn by men in the Levant and by most Mohammedans of the male sex, consisting of a cap, and a sash, scarf, or shawl, usually of cotton or linen, wound about the cap, and sometimes hanging down the neck. 2. A kind of headdress worn by women. 3. (Zoöl.)  The whole set of whorls of a spiral shell.",ˈtərbənz,The Waves - Virginia Woolf - EPUB,UnknownAuthor
gravid,"Being with child; heavy with young; pregnant; fruitful; as, a gravid uterus; gravid piety. "" His gravid associate."" Sir T. Herbert.",gravid*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
spite,"1. Ill-will or hatred toward another, accompanied with the disposition to irritate, annoy, or thwart; petty malice; grudge; rancor; despite. Pope. This is the deadly spite that angers. Shak. 2. Vexation; chargrin; mortification. [R.] Shak. In spite of, or Spite of, in opposition to all efforts of; in defiance or contempt of; notwithstanding. ""Continuing, spite of pain, to use a knee after it had been slightly ibnjured."" H. Spenser. ""And saved me in spite of the world, the devil, and myself."" South. ""In spite of all applications, the patient grew worse every day."" Arbuthnot. See Syn. under Notwithstanding. -- To owe one a spite, to entertain a mean hatred for him. Syn. -- Pique, rancor; malevolence; grudge. -- Spite, Malice. Malice has more reference to the disposition, and spite to the manifestation of it in words and actions. It is, therefore, meaner than malice, thought not always more criminal. "" Malice . . . is more frequently employed to express the dispositions of inferior minds to execute every purpose of mischief within the more limited circle of their abilities."" Cogan. ""Consider eke, that spite availeth naught."" Wyatt. See Pique.

1. To be angry at; to hate. [Obs.] The Danes, then . . . pagans, spited places of religion. Fuller. 2. To treat maliciously; to try to injure or thwart. 3. To fill with spite; to offend; to vex. [R.] Darius, spited at the Magi, endeavored to abolish not only their learning, but their language. Sir. W. Temple.",spaɪt,The Waves - Virginia Woolf - EPUB,UnknownAuthor
lachrymose,"Generating or shedding tears; given to shedding tears; suffused with tears; tearful. You should have seen his lachrymose visnomy. Lamb. -- Lach""ry*mose`ly, adv.",lachrymose*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
gaiter,"1. A covering of cloth or leather for the ankle and instep, or for the whole leg from the knee to the instep, fitting down upon the shoe. 2. A kind of shoe, consisting of cloth, and covering the ankle.

To dress with gaiters.",gaiters*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
rime,"A rent or long aperture; a chink; a fissure; a crack. Sir T. Browne.

White frost; hoarfrost; congealed dew or vapor. The trees were now covered with rime. De Quincey.

To freeze or congeal into hoarfrost.

A step or round of a ladder; a rung.

Rhyme. See Rhyme. Coleridge. Landor. Note: This spelling, which is etymologically preferable, is coming into use again.

To rhyme. See Rhyme.",rime*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
guffaw,"A loud burst of laughter, a horse laugh. ""A hearty low guffaw."" Carlyle.",gəˈfɔ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
hubbub,A loud noise of many confused voices; a tumult; uproar. Milton. This hubbub of unmeaning words. Macaulay.,ˈhəbəb,The Waves - Virginia Woolf - EPUB,UnknownAuthor
guillemot,"One of several northern sea birds, allied to the auks. They have short legs, placed far back, and are expert divers and swimmers. Note: The common guillemots, or murres, belong to the genus Uria (as U. troile); the black or foolish guillemot (Cepphus grylle, formerly Uria grylle), is called also sea pigeon and eligny. See Murre.",guillemots*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
tasselled,有流苏的,tasselled*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
elate,"1. Lifted up; raised; elevated. With upper lip elate. Fenton. And sovereign law, that State's collected will, O'er thrones and globes, elate, Sits empress, crowning good, repressing ill. Sir W. Jones. 2. Having the spirits raised by success, or by hope; flushed or exalted with confidence; elated; exultant. O, thoughtless mortals! ever blind to fate, Too soon dejected, and dejected, and too soon elate. Pope. Our nineteenth century is wonderfully set up in its own esteem, wonderfully elate at its progress. Mrs. H. H. Jackson. Syn. -- Puffed up; lofty; proud; haughty; exalted; inspirited; transported; delighted; overjoyed.

1. To raise; to exalt. [R.] By the potent sun elated high. Thomson. 2. To exalt the spirit of; to fill with confidence or exultation; to elevate or flush with success; to puff up; to make proud. Foolishly elated by spiritual pride. Warburton. You ought not be elated at the chance mishaps of your enemies. Jowett (Thucyd. ).",ɪˈleɪt,The Waves - Virginia Woolf - EPUB,UnknownAuthor
gape,"1. To open the mouth wide; as: (a) Expressing a desire for food; as, young birds gape. Dryden. (b) Indicating sleepiness or indifference; to yawn. She stretches, gapes, unglues her eyes, And asks if it be time to rise. Swift. (c) Showing self-forgetfulness in surprise, astonishment, expectation, etc. With gaping wonderment had stared aghast. Byron. (d) Manifesting a desire to injure, devour, or overcome. They have gaped upon me with their mouth. Job xvi. 10. 2. To pen or part widely; to exhibit a gap, fissure, or hiatus. May that ground gape and swallow me alive! Shak. 3. To long, wait eagerly, or cry aloud for something; -- with for, after, or at. The hungry grave for her due tribute gapes. Denham. Syn. -- To gaze; stare; yawn. See Gaze.

1. The act of gaping; a yawn. Addison. 2. (Zoöl.)  The width of the mouth when opened, as of birds, fishes, etc.",geɪp,The Waves - Virginia Woolf - EPUB,UnknownAuthor
sill,"The basis or foundation of a thing; especially, a horizontal piece, as a timber, which forms the lower member of a frame, or supports a structure; as, the sills of a house, of a bridge, of a loom, and the like. Hence: (a) The timber or stone at the foot of a door; the threshold. (b) The timber or stone on which a window frame stands; or, the lowest piece in a window frame. (c) The floor of a gallery or passage in a mine. (d) A piece of timber across the bottom of a canal lock for the gates to shut against. Sill course (Arch.), a horizontal course of stone, terra cotta, or the like, built into a wall at the level of one or more window sills, these sills often forming part of it.

The shaft or thill of a carriage. [Prov. Eng.]

A young herring. [Eng.]",sɪl,The Waves - Virginia Woolf - EPUB,UnknownAuthor
grooved,开槽的,grooved*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
sonorous,"1. Giving sound when struck; resonant; as, sonorous metals. 2. Loud-sounding; giving a clear or loud sound; as, a sonorous voice. 3. Yielding sound; characterized by sound; vocal; sonant; as, the vowels are sonorous. 4. Impressive in sound; high-sounding. The Italian opera, amidst all the meanness and familiarty of the thoughts, has something beautiful and sonorous in the expression. Addison. There is nothing of the artificial Johnsonian balance in his style. It is as often marked by a pregnant brevity as by a sonorous amplitude. E. Everett. 5. (Med.)  Sonant; vibrant; hence, of sounds produced in a cavity, deep- toned; as, sonorous rhonchi. Sonorous figures (Physics), figures formed by the vibrations of a substance capable of emitting a musical tone, as when the bow of a violin is drawn along the edge of a piece of glass or metal on which sand is strewed, and the sand arranges itself in figures according to the musical tone. Called also acoustic figures. -- Sonorous tumor (Med.), a tumor which emits a clear, resonant sound on percussion. -- So*no""rous*ly, adv. -- So*no""rous*ness, n.",ˈsɑnərəs,The Waves - Virginia Woolf - EPUB,UnknownAuthor
wafted,飘过,ˈwɑftɪd,The Waves - Virginia Woolf - EPUB,UnknownAuthor
crumpet,"A kind of large. thin muffin or cake, light and spongy, and cooked on a griddle or spider.",crumpets*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
pellet,"1. A little ball; as, a pellet of wax . 2. A bullet; a ball for firearms. [Obs.] Bacon. As swift as a pellet out of a gun. Chaucer. Pellet molding (Arch.), a narrow band ornamented with smalt, flat disks.

To form into small balls. [Obs.] Shak.",ˈpɛləts,The Waves - Virginia Woolf - EPUB,UnknownAuthor
rill,"1. A very small brook; a streamlet. 2. (Astron.)  See Rille.

To run a small stream. [R.] Prior.",rills*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
purlieu,"1. Originally, the ground near a royal forest, which, having been unlawfully added to the forest, was afterwards severed from it, and disafforested so as to remit to the former owners their rights. Then as a tiger, who by chance hath spied In some purlieu two gentle fawns at play. Milton. 2. Hence, the outer portion of any place; an adjacent district; environs; neighborhood. ""The purlieus of St. James."" brokers had been incessantly plying for custom in the purlieus of the court. Macaulay.",purlieus*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
carves,雕刻,kɑrvz,The Waves - Virginia Woolf - EPUB,UnknownAuthor
hunch,"1. A hump; a protuberance. 2. A lump; a thick piece; as, a hunch of bread. 3. A push or thrust, as with the elbow.

1. To push or jostle with the elbow; to push or thrust suddenly. 2. To thrust out a hump or protuberance; to crook, as the back. Dryden.",hənʧ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
awning,"1. A rooflike cover, usually of canvas, extended over or before any place as a shelter from the sun, rain, or wind. 2. (Naut.) That part of the poop deck which is continued forward beyond the bulkhead of the cabin.",ˈɑnɪŋ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
premonition,"Previous warning, notice, or information; forewarning; as, a premonition of danger.",prɛməˈnɪʃənz,The Waves - Virginia Woolf - EPUB,UnknownAuthor
tremulous,"1. Shaking; shivering; quivering; as, a tremulous limb; a tremulous motion of the hand or the lips; the tremulous leaf of the poplar. 2. Affected with fear or timidity; trembling. The tender, tremulous Christian. Dr. H. More. -- Trem""u*lous*ly, adv. -- Trem""u*lous*ness, n.",ˈtrɛmjələs,The Waves - Virginia Woolf - EPUB,UnknownAuthor
stalactite,"(a) A pendent cone or cylinder of calcium carbonate resembling an icicle in form and mode of attachment. Stalactites are found depending from the roof or sides of caverns, and are produced by deposition from waters which have percolated through, and partially dissolved, the overlying limestone rocks. (b) In an extended sense, any mineral or rock of similar form and origin; as, a stalactite of lava.",stalactites*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
malarial,"Of or pertaining, to or infected by, malaria. Malarial fever (Med.), a fever produced by malaria, and characterized by the occurrence of chills, fever, and sweating in distinct paroxysms, At intervals of definite and often uniform duration, in which these symptoms are wholly absent (intermittent fever), or only partially so (remittent fever); fever and ague; chills and fever.",məˈlɛriəl,The Waves - Virginia Woolf - EPUB,UnknownAuthor
lisping,口齿不清,lisping*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
maggot,1. (Zoöl.)  The footless larva of any fly. See Larval. 2. A whim; an odd fancy. Hudibras. Tennyson.,ˈmægəts,The Waves - Virginia Woolf - EPUB,UnknownAuthor
wag,"To move one way and the other with quick turns; to shake to and fro; to move vibratingly; to cause to vibrate, as a part of the body; as, to wag the head. No discerner durst wag his tongue in censure. Shak. Every one that passeth thereby shall be astonished, and wag his head. Jer. xviii. 16. Note: Wag expresses specifically the motion of the head and body used in buffoonery, mirth, derision, sport, and mockery.

1. To move one way and the other; to be shaken to and fro; to vibrate. The resty sieve wagged ne'er the more. Dryden. 2. To be in action or motion; to move; to get along; to progress; to stir. [Colloq.] ""Thus we may see,"" quoth he, ""how the world wags."" Shak. 3. To go; to depart; to pack oft. [R.] I will provoke him to 't, or let him wag. Shak.

1. The act of wagging; a shake; as, a wag of the head. [Colloq.] 2. Etym: [Perhaps shortened from wag-halter a rogue.]  A man full of sport and humor; a ludicrous fellow; a humorist; a wit; a joker. We wink at wags when they offend. Dryden. A counselor never pleaded without a piece of pack thread in his hand, which he used to twist about a finger all the while he was speaking; the wags used to call it the thread of his discourse. Addison.",wæg,The Waves - Virginia Woolf - EPUB,UnknownAuthor
hem,"Them [Obs.] Chaucer.

An onomatopoetic word used as an expression of hesitation, doubt, etc. It is often a sort of voluntary half cough, loud or subdued, and would perhaps be better expressed by hm. Cough or cry hem, if anybody come. Shak.

An utterance or sound of the voice, hem or hm, often indicative of hesitation or doubt, sometimes used to call attention. ""His morning hems."" Spectator.

To make the sound expressed by the word hem; hence, to hesitate in speaking. ""Hem, and stroke thy beard."" Shak.

1. The edge or border of a garment or cloth, doubled over and sewed, to strengthen raveling. 2. Border; edge; margin. ""Hem of the sea."" Shak. 3. A border made on sheet-metal ware by doubling over the edge of the sheet, to stiffen it and remove the sharp edge.

1. To form a hem or border to; to fold and sew down the edge of. Wordsworth. 2. To border; to edge All the skirt about Was hemmed with golden fringe. Spenser. To hem about, around, or in, to inclose and confine; to surround; to environ. ""With valiant squadrons round about to hem."" Fairfax. ""Hemmed in to be a spoil to tyranny."" Daniel. -- To hem out, to shut out. ""You can not hem me out of London."" J. Webster.",hɛmz,The Waves - Virginia Woolf - EPUB,UnknownAuthor
unintelligible,不解,ˌənɪnˈtɛləʤəbəl,The Waves - Virginia Woolf - EPUB,UnknownAuthor
sluiced,被淹没,sluiced*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
cranny,"1. A small, narrow opening, fissure, crevice, or chink, as in a wall, or other substance. In a firm building, the cavities ought not to be filled with rubbish, but with brick or stone fitted to the crannies. Dryden. He peeped into every cranny. Arbuthnot. 2. (Glass Making)  A tool for forming the necks of bottles, etc.

1. To crack into, or become full of, crannies. [R.] The ground did cranny everywhere. Golding. 2. To haunt, or enter by, crannies. All tenantless, save to the cranning wind. Byron.

Quick; giddy; thoughtless. [Prov. Eng.] Halliwell.",ˈkræniz,The Waves - Virginia Woolf - EPUB,UnknownAuthor
baize,A coarse woolen stuff with a long nap; -- usually dyed in plain colors. A new black baize waistcoat lined with silk. Pepys.,beɪz,The Waves - Virginia Woolf - EPUB,UnknownAuthor
admiral,"1. A naval officer of the highest rank; a naval officer of high rank, of which there are different grades. The chief gradations in rank are admiral, vice admiral, and rear admiral. The admiral is the commander in chief of a fleet or of fleets. 2. The ship which carries the admiral; also, the most considerable ship of a fleet. Like some mighty admiral, dark and terrible, bearing down upon his antagonist with all his canvas straining to the wind, and all his thunders roaring from his broadsides. E. Everett. 3. (Zoöl.)  A handsome butterfly (Pyrameis Atalanta) of Europe and America. The larva feeds on nettles. Admiral shell (Zoöl.), the popular name of an ornamental cone shell (Conus admiralis). Lord High Admiral, a great officer of state, who (when this rare dignity is conferred) is at the head of the naval administration of Great Britain.",ˈædmərəlz,The Waves - Virginia Woolf - EPUB,UnknownAuthor
honest-to-god,诚实守信,honest-to-god*,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
jowl,"The cheek; the jaw. [Written also jole, choule, chowle, and geoule.] Cheek by jowl, with the cheeks close together; side by side; in close proximity. ""I will go with three cheek by jole."" Shak. "" Sits cheek by jowl."" Dryden.

To throw, dash, or knock. [Obs.] How the knave jowls it to the ground. Shak.",ʤaʊl,The Waves - Virginia Woolf - EPUB,UnknownAuthor
pellets and,颗粒和,ˈpɛləts ənd,The Waves - Virginia Woolf - EPUB,UnknownAuthor
pirouetting,旋转,pirouetting*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
dote,"1. A marriage portion. [Obs.] See 1st Dot, n. Wyatt. 2. pl.  Natural endowments. [Obs.] B. Jonson.

1. To act foolishly. [Obs.] He wol make him doten anon right. Chaucer. 2. To be weak-minded, silly, or idiotic; to have the intellect impaired, especially by age, so that the mind wanders or wavers; to drivel. Time has made you dote, and vainly tell Of arms imagined in your lonely cell. Dryden. He survived the use of his reason, grew infatuated, and doted long before he died. South. 3. To be excessively or foolishly fond; to love to excess; to be weakly affectionate; -- with on or upon; as, the mother dotes on her child. Sing, siren, for thyself, and I will dote. Shak. What dust we dote on, when 't is man we love. Pope.

An imbecile; a dotard. Halliwell.",doʊt,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
beech,"A tree of the genus Fagus. Note: It grows to a large size, having a smooth bark and thick foliage, and bears an edible triangular nut, of which swine are fond. The Fagus sylvatica is the European species, and the F. ferruginea that of America. Beech drops (Bot.), a parasitic plant which grows on the roots of beeches (Epiphegus Americana). -- Beech marten (Zoöl.), the stone marten of Europe (Mustela foina). -- Beech mast, the nuts of the beech, esp. as they lie under the trees, in autumn. -- Beech oil, oil expressed from the mast or nuts of the beech tree. -- Cooper beech, a variety of the European beech with copper- colored, shining leaves.",biʧ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
candelabra,烛台,ˌkændəˈlɑbrə,The Waves - Virginia Woolf - EPUB,UnknownAuthor
yew,"See Yaw.

1. (Bot.)  An evergreen tree (Taxus baccata) of Europe, allied to the pines, but having a peculiar berrylike fruit instead of a cone. It frequently grows in British churchyards. 2. The wood of the yew. It is light red in color, compact, fine- grained, and very elastic. It is preferred to all other kinds of wood for bows and whipstocks, the best for these purposes coming from Spain. Note: The American yew (Taxus baccata, var. Canadensis) is a low and straggling or prostrate bush, never forming an erect trunk. The California yew (Taxus brevifolia) is a good-sized tree, and its wood is used for bows, spear handles, paddles, and other similar implements. Another yew is found in Florida, and there are species in Japan and the Himalayas. 3. A bow for shooting, made of the yew.

Of or pertaining to yew trees; made of the wood of a yew tree; as, a yew whipstock.",ju,The Waves - Virginia Woolf - EPUB,UnknownAuthor
unavailing,无济于事,ˌənəˈveɪlɪŋ,The Waves - Virginia Woolf - EPUB,UnknownAuthor
pinafore,An apron for a child to protect the front part of dress; a tier.,pinafores*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
convoy,"To accompany for protection, either by sea or land; to attend for protection; to escort; as, a frigate convoys a merchantman. I know ye skillful to convoy The total freight of hope and joy. Emerson.

1. The act of attending for defense; the state of being so attended; protection; escort. To obtain the convoy of a man-of-war. Macaulay. 2. A vessel or fleet, or a train or trains of wagons, employed in the transportation of munitions of war, money, subsistence, clothing, etc., and having an armed escort. 3. A protection force accompanying ships, etc., on their way from place to place, by sea or land; an escort, for protection or guidance. When every morn my bosom glowed To watch the convoy on the road. Emerson. 4. Conveyance; means of transportation. [Obs.] Shak. 5. A drag or brake applied to the wheels of a carriage, to check their velocity in going down a hill. Knight.",ˈkɑnˌvɔɪz,The Waves - Virginia Woolf - EPUB,UnknownAuthor
Pansies,三色紫罗兰,ˈpænziz,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
roughing,粗加工,ˈrəfɪŋ,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
